HIOS Plan ID,Plan Marketing Name,HIOS Product ID,Market Coverage,Dental Only Plan,Network ID,Service Area ID,Formulary ID,New\Existing Plan,Plan Type,Level of Coverage,Unique Plan Design,QHP\Non QHP,Notice Required for Pregnancy,Is a Referral Required for Specialist,Specialist s  Requiring a Referral,Plan Level Exclusions,Limited Cost Sharing Plan Variation   Est Advanced Payment,Child Only Offering,Child Only Plan ID,Wellness Program Offered,Disease Management Programs Offered,EHB Apportionment for Pediatric Dental,Guaranteed vs  Estimated Rate,Plan Effective Date,Plan Expiration Date,Out of Country Coverage,Out of Country Coverage Description,Out of Service Area Coverage,Out of Service Area Coverage Description,National Network,Enrollment Payment URL,Life Cycle Status Name,EHB Percent of Total Premium,Does this plan offer Composite Rating,Design Type,Plan Published Indicator
66252TX0040011,CHRISTUS Silver HD,66252TX004,Individual,No,TXN001,TXS011,TXF004,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0040012,CHRISTUS Silver HD,66252TX004,Individual,No,TXN001,TXS012,TXF004,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070002,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS002,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070003,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS003,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070006,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS006,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070011,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS011,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070012,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS012,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0070013,CHRISTUS Gold,66252TX007,Individual,No,TXN001,TXS013,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
66252TX0130001,CHRISTUS Gold Plus,66252TX013,Individual,No,TXN001,TXS001,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,95.64,No,Not Applicable,Yes
66252TX0130002,CHRISTUS Gold Plus,66252TX013,Individual,No,TXN001,TXS002,TXF005,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,95.64,No,Not Applicable,Yes
33602TX0880645,Blue Advantage Silver HMOSM 127-in vitro,33602TX088,Small Group,No,TXN011,TXS241,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
66252TX0160006,CHRISTUS Silver,66252TX016,Individual,No,TXN001,TXS006,TXF007,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
33602TX0880646,Blue Advantage Silver HMOSM 127-in vitro,33602TX088,Small Group,No,TXN011,TXS251,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0460685,Blue Advantage Silver HMO 205,33602TX046,Individual,No,TXN001,TXS071,TXF037,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870289,Blue Advantage Plus Gold 803,33602TX087,Individual,No,TXN001,TXS191,TXF025,New,POS,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0880654,Blue Advantage Silver HMOSM 134-in vitro,33602TX088,Small Group,No,TXN011,TXS061,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880655,Blue Advantage Silver HMOSM 134-in vitro,33602TX088,Small Group,No,TXN011,TXS071,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0870293,Blue Advantage Plus Gold 803,33602TX087,Individual,No,TXN001,TXS231,TXF025,New,POS,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0880714,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS121,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880718,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS161,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880719,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS171,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880720,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS181,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880542,Blue Advantage Silver HMOSM 101-in vitro,33602TX088,Small Group,No,TXN011,TXS021,TXF005,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880721,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS191,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880696,Blue Advantage Silver HMOSM 201 -in vitro,33602TX088,Small Group,No,TXN011,TXS211,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880797,Blue Advantage Silver HMOSM 820-in vitro,33602TX088,Small Group,No,TXN011,TXS141,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880723,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS211,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880732,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS031,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880735,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS061,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880736,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS071,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880738,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS091,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880739,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS101,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880740,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS111,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880742,Blue Advantage Silver HMOSM 804-in vitro,33602TX088,Small Group,No,TXN011,TXS131,TXF043,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880770,Blue Advantage Silver HMOSM 818-in vitro,33602TX088,Small Group,No,TXN011,TXS141,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880709,Blue Advantage Silver HMOSM 803-in vitro,33602TX088,Small Group,No,TXN011,TXS071,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880807,Blue Advantage Silver HMOSM 820-in vitro,33602TX088,Small Group,No,TXN011,TXS241,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880812,Blue Advantage Silver HMOSM 846-in vitro,33602TX088,Small Group,No,TXN011,TXS021,TXF003,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880045,Blue Advantage Bronze HMOSM 833-in vitro,33602TX088,Small Group,No,TXN011,TXS181,TXF001,Existing,HMO,Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880310,Blue Advantage Gold HMOSM 822-in vitro,33602TX088,Small Group,No,TXN011,TXS131,TXF003,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880838,Blue Advantage Silver HMOSM 925-in vitro,33602TX088,Small Group,No,TXN011,TXS011,TXF001,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0471175,Blue Advantage Bronze HMOSM 905,33602TX047,Small Group,No,TXN011,TXS241,TXF005,Existing,HMO,Expanded Bronze,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
40220TX0070136,UHC Navigate Platinum 1000-4,40220TX007,Small Group,No,TXN001,TXS001,TXF003,New,HMO,Platinum,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,No,N/A,Published,,No,,Yes
40220TX0070137,UHC Navigate Gold 1500-1,40220TX007,Small Group,No,TXN001,TXS001,TXF003,New,HMO,Gold,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,No,N/A,Published,,No,,Yes
98809TX0590088,UHC Choice Plus HSA Gold 3500-1,98809TX059,Small Group,No,TXN001,TXS001,TXF008,Existing,POS,Gold,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,Yes,Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area.,Yes,N/A,Published,,No,,Yes
98809TX0590128,UHC Choice Plus Gold 3000-8,98809TX059,Small Group,No,TXN001,TXS001,TXF003,Existing,POS,Gold,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,Yes,Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area.,Yes,N/A,Published,,No,,Yes
98809TX0590125,UHC Choice Plus Platinum 250-5,98809TX059,Small Group,No,TXN001,TXS001,TXF003,Existing,POS,Platinum,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,Yes,Plan covers eligible expenses provided by a Network Physician or other provider or facility within the Network Area.,Yes,N/A,Published,,No,,Yes
57125TX0090009,Ascension Personalized Care Standard Silver,57125TX009,Individual,No,TXN001,TXS001,TXF009,Existing,EPO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pregnancy,High Blood Pressure & High Cholesterol",,,2024-01-01,2024-12-31,No,,No,,No,https://www.ascensionpersonalizedcare.com/help/payments,Published,100.00,No,Design 1,Yes
33602TX0870274,Blue Advantage Plus Gold 803,33602TX087,Individual,No,TXN001,TXS041,TXF025,New,POS,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0880398,Blue Advantage Gold HMOSM 922-in vitro,33602TX088,Small Group,No,TXN011,TXS201,TXF003,Existing,HMO,Gold,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880608,Blue Advantage Silver HMOSM 120-in vitro,33602TX088,Small Group,No,TXN011,TXS141,TXF001,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0880609,Blue Advantage Silver HMOSM 120-in vitro,33602TX088,Small Group,No,TXN011,TXS151,TXF001,Existing,HMO,Silver,No,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,Yes,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain,Weight Loss Programs",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,N/A,Published,,No,,Yes
33602TX0870043,Blue Advantage Plus Bronze 303,33602TX087,Individual,No,TXN001,TXS071,TXF034,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
66252TX0010002,CHRISTUS Catastrophic,66252TX001,Individual,No,TXN001,TXS002,TXF001,Existing,HMO,Catastrophic,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,Diabetes,,,2024-01-01,2024-12-31,Yes,Emergency Services,No,,No,https://ssoprod.healthplan.com/sp/ACS.saml2,Published,100.00,No,Not Applicable,Yes
