Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
88435TX0020002,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010016,Exchange variant (no CSR),Maternity,6500.00,0.00,3000.00,60.00
88435TX0020003,Non-Exchange variant,Maternity,7500.00,0.00,0.00,60.00
76589TX0010016,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,300.00,0.00,0.00
88435TX0020003,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010016,Exchange variant (no CSR),Diabetes,900.00,700.00,0.00,20.00
88435TX0020003,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010017,Non-Exchange variant,Maternity,5500.00,0.00,2000.00,60.00
76589TX0010017,Non-Exchange variant,Treatment of a simple fracture,2400.00,0.00,0.00,0.00
88435TX0020004,Non-Exchange variant,Maternity,6750.00,0.00,2700.00,60.00
76589TX0010017,Non-Exchange variant,Diabetes,5400.00,0.00,0.00,20.00
88435TX0020004,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010018,Non-Exchange variant,Maternity,8500.00,0.00,1000.00,60.00
88435TX0020004,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010018,Non-Exchange variant,Treatment of a simple fracture,2400.00,0.00,0.00,0.00
88435TX0020005,Non-Exchange variant,Maternity,8800.00,0.00,0.00,60.00
76589TX0010018,Non-Exchange variant,Diabetes,1600.00,300.00,0.00,20.00
88435TX0020005,Non-Exchange variant,Treatment of a simple fracture,2800.00,10.00,0.00,0.00
76589TX0010018,Exchange variant (no CSR),Maternity,8500.00,0.00,1000.00,60.00
88435TX0020005,Non-Exchange variant,Diabetes,1900.00,500.00,0.00,20.00
76589TX0010018,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,0.00,0.00,0.00
88435TX0020006,Non-Exchange variant,Maternity,8600.00,0.00,0.00,60.00
76589TX0010018,Exchange variant (no CSR),Diabetes,1600.00,300.00,0.00,20.00
76589TX0010020,Non-Exchange variant,Maternity,5000.00,600.00,2600.00,60.00
88435TX0020006,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010020,Non-Exchange variant,Treatment of a simple fracture,1700.00,600.00,0.00,0.00
88435TX0020006,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010020,Non-Exchange variant,Diabetes,800.00,600.00,0.00,20.00
88435TX0020007,Non-Exchange variant,Maternity,5300.00,0.00,0.00,60.00
76589TX0010020,Exchange variant (no CSR),Maternity,5000.00,600.00,2600.00,60.00
88435TX0020007,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010020,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,600.00,0.00,0.00
88435TX0020007,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010020,Exchange variant (no CSR),Diabetes,800.00,600.00,0.00,20.00
88435TX0020008,Non-Exchange variant,Maternity,5000.00,10.00,2300.00,60.00
76589TX0010021,Non-Exchange variant,Maternity,4000.00,10.00,4300.00,60.00
76589TX0010021,Non-Exchange variant,Treatment of a simple fracture,2100.00,100.00,0.00,0.00
88435TX0020008,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010021,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
76589TX0010021,Exchange variant (no CSR),Maternity,4000.00,10.00,4300.00,60.00
76589TX0010021,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,100.00,0.00,0.00
88435TX0020008,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010021,Exchange variant (no CSR),Diabetes,900.00,800.00,0.00,20.00
88435TX0020009,Non-Exchange variant,Maternity,6000.00,10.00,2000.00,60.00
76589TX0010023,Non-Exchange variant,Maternity,7000.00,0.00,0.00,60.00
88435TX0020009,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010023,Non-Exchange variant,Treatment of a simple fracture,2100.00,300.00,0.00,0.00
88435TX0020009,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010023,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
88435TX0020010,Non-Exchange variant,Maternity,4000.00,10.00,2600.00,60.00
76589TX0010023,Exchange variant (no CSR),Maternity,7000.00,0.00,0.00,60.00
88435TX0020010,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010023,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,300.00,0.00,0.00
88435TX0020010,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010023,Exchange variant (no CSR),Diabetes,900.00,1000.00,0.00,20.00
76589TX0010024,Non-Exchange variant,Maternity,3000.00,600.00,4200.00,60.00
88435TX0020011,Non-Exchange variant,Maternity,5000.00,10.00,1500.00,60.00
76589TX0010024,Non-Exchange variant,Treatment of a simple fracture,1700.00,600.00,0.00,0.00
88435TX0020011,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010024,Non-Exchange variant,Diabetes,800.00,800.00,0.00,20.00
88435TX0020011,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010024,Exchange variant (no CSR),Maternity,3000.00,600.00,4200.00,60.00
88435TX0020012,Non-Exchange variant,Maternity,6500.00,10.00,1200.00,60.00
76589TX0010024,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,600.00,0.00,0.00
76589TX0010024,Exchange variant (no CSR),Diabetes,800.00,800.00,0.00,20.00
88435TX0020012,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010025,Non-Exchange variant,Maternity,3500.00,500.00,1700.00,60.00
88435TX0020012,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010025,Non-Exchange variant,Treatment of a simple fracture,2100.00,200.00,0.00,0.00
88435TX0020013,Non-Exchange variant,Maternity,3750.00,0.00,1800.00,60.00
76589TX0010025,Non-Exchange variant,Diabetes,800.00,900.00,0.00,20.00
88435TX0020013,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010025,Exchange variant (no CSR),Maternity,3500.00,500.00,1700.00,60.00
88435TX0020013,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010025,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,200.00,0.00,0.00
88435TX0020014,Non-Exchange variant,Maternity,4700.00,10.00,1600.00,60.00
76589TX0010025,Exchange variant (no CSR),Diabetes,800.00,900.00,0.00,20.00
88435TX0020014,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010026,Non-Exchange variant,Maternity,2500.00,10.00,2000.00,60.00
76589TX0010026,Non-Exchange variant,Treatment of a simple fracture,2100.00,200.00,0.00,0.00
88435TX0020014,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010026,Non-Exchange variant,Diabetes,900.00,400.00,0.00,20.00
88435TX0020015,Non-Exchange variant,Maternity,3500.00,0.00,3800.00,60.00
76589TX0010026,Exchange variant (no CSR),Maternity,2500.00,10.00,2000.00,60.00
76589TX0010026,Exchange variant (no CSR),Treatment of a simple fracture,2100.00,200.00,0.00,0.00
76589TX0010026,Exchange variant (no CSR),Diabetes,900.00,400.00,0.00,20.00
88435TX0020015,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010027,Non-Exchange variant,Maternity,0.00,2900.00,1300.00,60.00
88435TX0020015,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010027,Non-Exchange variant,Treatment of a simple fracture,0.00,600.00,500.00,0.00
88435TX0020016,Non-Exchange variant,Maternity,3500.00,0.00,2700.00,60.00
76589TX0010027,Non-Exchange variant,Diabetes,0.00,1000.00,200.00,20.00
76589TX0010029,Non-Exchange variant,Maternity,7500.00,0.00,1900.00,60.00
88435TX0020016,Non-Exchange variant,Treatment of a simple fracture,2500.00,300.00,0.00,0.00
76589TX0010029,Non-Exchange variant,Treatment of a simple fracture,1700.00,500.00,0.00,0.00
88435TX0020016,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010029,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
88435TX0020017,Non-Exchange variant,Maternity,4500.00,10.00,2400.00,60.00
76589TX0010029,Exchange variant (no CSR),Maternity,7500.00,0.00,1900.00,60.00
88435TX0020017,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010029,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,500.00,0.00,0.00
88435TX0020017,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010029,Exchange variant (no CSR),Diabetes,900.00,1000.00,0.00,20.00
88435TX0020018,Non-Exchange variant,Maternity,3500.00,10.00,3600.00,60.00
76589TX0010030,Non-Exchange variant,Maternity,5900.00,10.00,2700.00,60.00
76589TX0010030,Non-Exchange variant,Treatment of a simple fracture,1700.00,400.00,0.00,0.00
88435TX0020018,Non-Exchange variant,Treatment of a simple fracture,2500.00,300.00,0.00,0.00
76589TX0010030,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
88435TX0020018,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
76589TX0010030,Exchange variant (no CSR),Maternity,5900.00,10.00,2700.00,60.00
88435TX0020019,Non-Exchange variant,Maternity,3500.00,0.00,1800.00,60.00
76589TX0010030,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,400.00,0.00,0.00
76589TX0010030,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
76589TX0010031,Non-Exchange variant,Maternity,1500.00,10.00,2800.00,60.00
76589TX0010031,Non-Exchange variant,Treatment of a simple fracture,1500.00,300.00,50.00,0.00
88435TX0020019,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010031,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
88435TX0020019,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010031,Exchange variant (no CSR),Maternity,1500.00,10.00,2800.00,60.00
88435TX0020020,Non-Exchange variant,Maternity,3500.00,0.00,1800.00,60.00
76589TX0010031,Exchange variant (no CSR),Treatment of a simple fracture,1500.00,300.00,50.00,0.00
88435TX0020020,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
76589TX0010031,Exchange variant (no CSR),Diabetes,900.00,800.00,0.00,20.00
76589TX0010034,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
76589TX0010034,Non-Exchange variant,Treatment of a simple fracture,2400.00,0.00,0.00,0.00
88435TX0020020,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
76589TX0010034,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
88435TX0020021,Non-Exchange variant,Maternity,3900.00,10.00,2600.00,60.00
76589TX0010034,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
88435TX0020021,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
76589TX0010034,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,0.00,0.00,0.00
88435TX0020021,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
76589TX0010034,Exchange variant (no CSR),Diabetes,2300.00,300.00,0.00,20.00
88435TX0020022,Non-Exchange variant,Maternity,3200.00,0.00,1900.00,60.00
88435TX0020022,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
88435TX0020022,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
88435TX0020023,Non-Exchange variant,Maternity,3700.00,0.00,0.00,60.00
88435TX0020023,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880343,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880344,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880344,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880344,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880345,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880345,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880345,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880346,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880346,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880346,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880347,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880347,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880347,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880348,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880348,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880348,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880349,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880349,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880349,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880350,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880350,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880350,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880351,Non-Exchange variant,Maternity,4000.00,0.00,0.00,60.00
33602TX0880351,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880351,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880352,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880352,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880352,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880353,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880353,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880353,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880354,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880354,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880354,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880355,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880355,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880355,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880356,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880356,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880356,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880357,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880357,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880357,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880358,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880358,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880358,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880359,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880359,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880359,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880360,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880360,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880360,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880361,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880361,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880361,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880362,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880362,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880362,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880363,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880363,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880363,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880364,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880364,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880364,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880365,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880365,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880365,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880366,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880366,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880366,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880367,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880367,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880367,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880368,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880368,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880368,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880369,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880369,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880369,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880370,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880370,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880370,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880371,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880371,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880371,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880372,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880372,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880372,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880373,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880373,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880373,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880374,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880374,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880374,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880375,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880375,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880375,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880376,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880376,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880376,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880377,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
33602TX0880377,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0880377,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0880378,Non-Exchange variant,Maternity,3200.00,0.00,0.00,60.00
37755TX0250001,Non-Exchange variant,Maternity,8000.00,0.00,1000.00,60.00
37755TX0250001,Non-Exchange variant,Treatment of a simple fracture,1700.00,400.00,0.00,0.00
37755TX0250001,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
40788TX0410001,Non-Exchange variant,Maternity,8000.00,0.00,1000.00,60.00
40788TX0410001,Non-Exchange variant,Treatment of a simple fracture,1700.00,400.00,0.00,0.00
40788TX0410001,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
40788TX0460001,Non-Exchange variant,Maternity,1500.00,0.00,2400.00,60.00
40788TX0460001,Non-Exchange variant,Treatment of a simple fracture,1500.00,300.00,0.00,0.00
40788TX0460001,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
40788TX0460001,Exchange variant (no CSR),Maternity,1500.00,0.00,2400.00,60.00
40788TX0460001,Exchange variant (no CSR),Treatment of a simple fracture,1500.00,300.00,0.00,0.00
40788TX0460001,Exchange variant (no CSR),Diabetes,900.00,800.00,0.00,20.00
40788TX0460002,Non-Exchange variant,Maternity,0.00,10.00,2800.00,60.00
40788TX0460002,Non-Exchange variant,Treatment of a simple fracture,0.00,1700.00,90.00,0.00
40788TX0460002,Non-Exchange variant,Diabetes,0.00,1000.00,200.00,20.00
40788TX0460003,Non-Exchange variant,Maternity,5900.00,0.00,2100.00,60.00
40788TX0460003,Non-Exchange variant,Treatment of a simple fracture,1700.00,400.00,0.00,0.00
40788TX0460003,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
40788TX0460003,Exchange variant (no CSR),Maternity,5900.00,0.00,2100.00,60.00
40788TX0460003,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,400.00,0.00,0.00
40788TX0460003,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
40788TX0460004,Non-Exchange variant,Maternity,1100.00,1500.00,1200.00,60.00
40788TX0460004,Non-Exchange variant,Treatment of a simple fracture,1100.00,500.00,100.00,0.00
40788TX0460004,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
40788TX0460004,Exchange variant (no CSR),Maternity,1100.00,1500.00,1200.00,60.00
40788TX0460004,Exchange variant (no CSR),Treatment of a simple fracture,1100.00,500.00,100.00,0.00
40788TX0460004,Exchange variant (no CSR),Diabetes,900.00,900.00,0.00,20.00
40788TX0460005,Non-Exchange variant,Maternity,1200.00,2500.00,300.00,60.00
40788TX0460005,Non-Exchange variant,Treatment of a simple fracture,1200.00,500.00,70.00,0.00
40788TX0460005,Non-Exchange variant,Diabetes,0.00,1000.00,90.00,20.00
40788TX0460005,Exchange variant (no CSR),Maternity,1200.00,2500.00,300.00,60.00
40788TX0460005,Exchange variant (no CSR),Treatment of a simple fracture,1200.00,500.00,70.00,0.00
40788TX0460005,Exchange variant (no CSR),Diabetes,0.00,1000.00,90.00,20.00
40788TX0460006,Non-Exchange variant,Maternity,7500.00,0.00,0.00,60.00
40788TX0460006,Non-Exchange variant,Treatment of a simple fracture,2500.00,0.00,0.00,0.00
40788TX0460006,Non-Exchange variant,Diabetes,1500.00,300.00,0.00,20.00
40788TX0460006,Exchange variant (no CSR),Maternity,7500.00,0.00,0.00,60.00
40788TX0460006,Exchange variant (no CSR),Treatment of a simple fracture,2500.00,0.00,0.00,0.00
40788TX0460006,Exchange variant (no CSR),Diabetes,1500.00,300.00,0.00,20.00
40788TX0460007,Non-Exchange variant,Maternity,7500.00,0.00,1100.00,60.00
40788TX0460007,Non-Exchange variant,Treatment of a simple fracture,1800.00,400.00,70.00,0.00
40788TX0460007,Non-Exchange variant,Diabetes,100.00,1000.00,200.00,20.00
40788TX0460007,Exchange variant (no CSR),Maternity,7500.00,0.00,1100.00,60.00
40788TX0460007,Exchange variant (no CSR),Treatment of a simple fracture,1800.00,400.00,70.00,0.00
40788TX0460007,Exchange variant (no CSR),Diabetes,100.00,1000.00,200.00,20.00
40788TX0460008,Non-Exchange variant,Maternity,5900.00,0.00,2600.00,60.00
40788TX0460008,Non-Exchange variant,Treatment of a simple fracture,1700.00,200.00,0.00,0.00
40788TX0460008,Non-Exchange variant,Diabetes,900.00,700.00,0.00,20.00
40788TX0460008,Exchange variant (no CSR),Maternity,5900.00,0.00,2600.00,60.00
40788TX0460008,Exchange variant (no CSR),Treatment of a simple fracture,1700.00,200.00,0.00,0.00
40788TX0460008,Exchange variant (no CSR),Diabetes,900.00,700.00,0.00,20.00
40788TX0460009,Non-Exchange variant,Maternity,8000.00,0.00,1000.00,60.00
40788TX0460009,Non-Exchange variant,Treatment of a simple fracture,1800.00,400.00,70.00,0.00
40788TX0460009,Non-Exchange variant,Diabetes,500.00,500.00,200.00,20.00
40788TX0460009,Exchange variant (no CSR),Maternity,8000.00,0.00,1000.00,60.00
40788TX0460009,Exchange variant (no CSR),Treatment of a simple fracture,1800.00,400.00,70.00,0.00
40788TX0460009,Exchange variant (no CSR),Diabetes,500.00,500.00,200.00,20.00
40788TX0460010,Non-Exchange variant,Maternity,4950.00,0.00,1200.00,60.00
40788TX0460010,Non-Exchange variant,Treatment of a simple fracture,1700.00,300.00,0.00,0.00
40788TX0460010,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
40788TX0460011,Non-Exchange variant,Maternity,1000.00,2500.00,600.00,60.00
40788TX0460011,Non-Exchange variant,Treatment of a simple fracture,1000.00,600.00,100.00,0.00
40788TX0460011,Non-Exchange variant,Diabetes,900.00,1000.00,0.00,20.00
40788TX0460012,Non-Exchange variant,Maternity,0.00,2500.00,500.00,60.00
40788TX0460012,Non-Exchange variant,Treatment of a simple fracture,1300.00,200.00,100.00,0.00
40788TX0460012,Non-Exchange variant,Diabetes,0.00,600.00,200.00,20.00
40788TX0460012,Exchange variant (no CSR),Maternity,0.00,2500.00,500.00,60.00
40788TX0460012,Exchange variant (no CSR),Treatment of a simple fracture,1300.00,200.00,100.00,0.00
40788TX0460012,Exchange variant (no CSR),Diabetes,0.00,600.00,200.00,20.00
27248TX0010001,Non-Exchange variant,Maternity,0.00,1400.00,0.00,0.00
27248TX0010001,Non-Exchange variant,Treatment of a simple fracture,0.00,1200.00,70.00,0.00
27248TX0010001,Non-Exchange variant,Diabetes,0.00,1000.00,200.00,0.00
27248TX0010003,Non-Exchange variant,Maternity,7700.00,0.00,1800.00,60.00
27248TX0010003,Non-Exchange variant,Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010003,Non-Exchange variant,Diabetes,4300.00,500.00,0.00,20.00
27248TX0010003,Exchange variant (no CSR),Maternity,7700.00,0.00,1800.00,60.00
27248TX0010003,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,10.00,0.00,0.00
27248TX0010003,Exchange variant (no CSR),Diabetes,4300.00,500.00,0.00,20.00
27248TX0010004,Non-Exchange variant,Maternity,3300.00,200.00,2800.00,0.00
27248TX0010004,Non-Exchange variant,Treatment of a simple fracture,2500.00,200.00,0.00,0.00
