HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
33602TX0870227,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870228,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870228,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870236,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0461061,Gold,Exchange variant (no CSR),,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0461061,Gold,Non-Exchange variant,,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
66252TX0280001,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Silver.pdf,No,No,,,,,,CHRISTUS Standard Silver
66252TX0280001,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Silver.pdf,No,No,,,,,,CHRISTUS Standard Silver
98809TX0600145,Gold,Non-Exchange variant,80.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Gold 3000-4
33602TX0461060,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0461060,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
98809TX0600154,Platinum,Non-Exchange variant,89.40,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Platinum 500-7
33602TX0461087,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsd42bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Bronze 806
33602TX0461087,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsd42bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Bronze 806
33602TX0461088,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsd46bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 808
33602TX0461088,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsd46bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 808
33602TX0470608,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807
33602TX0461186,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsd46bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 808
33602TX0461186,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsd46bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 808
33602TX0470615,Platinum,Non-Exchange variant,,91.26,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 807
66252TX0010001,Catastrophic,Exchange variant (no CSR),,,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Catastrophic.pdf,No,No,,,,3,,CHRISTUS Catastrophic
66252TX0010001,Catastrophic,Non-Exchange variant,,,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Catastrophic.pdf,No,No,,,,3,,CHRISTUS Catastrophic
33602TX0870125,Gold,Exchange variant (no CSR),,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870125,Gold,Non-Exchange variant,,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870128,Gold,Exchange variant (no CSR),,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870128,Gold,Non-Exchange variant,,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870158,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
33602TX0870158,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
40220TX0070028,Silver,Non-Exchange variant,71.90,,Yes,Yes,No,100%,,N/A,http://www.uhc.com/small-business,Yes,Yes,100.0000,,,,,UHC Navigate HSA Silver 4000-7
40220TX0070057,Gold,Non-Exchange variant,80.60,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Gold 3000-5
40220TX0070132,Platinum,Non-Exchange variant,91.80,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Platinum 1250-2
40220TX0070138,Gold,Non-Exchange variant,81.90,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Gold 1500-2
40220TX0070139,Gold,Non-Exchange variant,82.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Gold 2500-3
40220TX0100001,Platinum,Non-Exchange variant,91.30,,No,Yes,No,100%,,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Platinum 0-1
40220TX0100002,Platinum,Non-Exchange variant,91.30,,No,Yes,No,100%,,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Platinum 0-2
33602TX0470649,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801
33602TX0470651,Gold,Non-Exchange variant,,81.58,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 801
98809TX0590144,Platinum,Non-Exchange variant,91.80,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Platinum 1250-2
98809TX0600144,Gold,Non-Exchange variant,81.20,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Gold 2000-2
98809TX0590111,Silver,Non-Exchange variant,70.40,,No,Yes,Yes,40.9%,59.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Silver 6000-2
98809TX0590123,Gold,Non-Exchange variant,79.60,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Gold 4000-6
33602TX0470908,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 820
33602TX0470696,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814
98809TX0590100,Platinum,Non-Exchange variant,91.50,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Platinum 250-4
33602TX0470704,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814
33602TX0470619,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808
66252TX0030010,Expanded Bronze,Exchange variant (no CSR),,64.50,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Bronze.pdf,No,No,,,,2,,CHRISTUS Bronze
66252TX0030010,Expanded Bronze,Non-Exchange variant,,64.50,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Bronze.pdf,No,No,,,,2,,CHRISTUS Bronze
66252TX0040003,Silver,Exchange variant (no CSR),,70.95,No,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Silver_HD.pdf,No,No,,,,2,,CHRISTUS Silver HD
66252TX0040003,Silver,Non-Exchange variant,,70.95,No,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Silver_HD.pdf,No,No,,,,2,,CHRISTUS Silver HD
66252TX0140002,Expanded Bronze,Exchange variant (no CSR),,64.50,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Bronze_Plus.pdf,No,No,,,,2,,CHRISTUS Bronze Plus
66252TX0140002,Expanded Bronze,Non-Exchange variant,,64.50,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Bronze_Plus.pdf,No,No,,,,2,,CHRISTUS Bronze Plus
33602TX0470806,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830
33602TX0470935,Expanded Bronze,Non-Exchange variant,,64.83,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhsg11bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Bronze HMOSM 806
37755TX0120017,Silver,Non-Exchange variant,,71.14,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Silver PPO 70 3800
33602TX0430039,Gold,Non-Exchange variant,,80.09,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-gpsg11bcastxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Choice Gold PPOSM 819
33602TX0430045,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-spsg11bcastxo-tx-2024.pdf,No,No,,,,,,Blue Choice Silver PPOSM 824
37755TX0120033,Silver,Non-Exchange variant,,68.56,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Silver PPO 90 7000
58840TX0120110,Silver,Non-Exchange variant,71.77,,No,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768221_58840TX0120110-00_SBC.pdf,No,No,,,,,,Silver 2: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
33602TX0460591,Gold,Non-Exchange variant,,81.89,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 207
33602TX0460561,Gold,Exchange variant (no CSR),,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460561,Gold,Non-Exchange variant,,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460563,Gold,Exchange variant (no CSR),,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460563,Gold,Non-Exchange variant,,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460574,Gold,Exchange variant (no CSR),,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460574,Gold,Non-Exchange variant,,79.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 206
33602TX0460728,Expanded Bronze,Exchange variant (no CSR),,64.57,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 204
33602TX0460728,Expanded Bronze,Non-Exchange variant,,64.57,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 204
33602TX0460768,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460835,Silver,Non-Exchange variant,,70.23,No,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa28bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 601
33602TX0460846,Silver,Non-Exchange variant,,70.23,No,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa28bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 601
88435TX0010083,Gold,Non-Exchange variant,,78.20,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,Yes,No,,,,,,SG Gold PPO HSA 3700 100
88435TX0010084,Gold,Non-Exchange variant,,78.23,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,No,No,,,,,,SG Gold PPO 1950 80 40
88435TX0010088,Gold,Non-Exchange variant,,78.68,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,No,No,,,,,,SG Gold PPO 1500 80 40
88435TX0010001,Bronze,Non-Exchange variant,,60.17,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,No,No,,,,,,SG Bronze PPO 9450 100
88435TX0010006,Silver,Non-Exchange variant,,69.93,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,No,No,,,,,,SG Silver PPO 8600 100 40
88435TX0010007,Silver,Non-Exchange variant,,71.33,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,Yes,No,,,,,,SG Silver PPO HSA 5300 100
88435TX0010008,Silver,Non-Exchange variant,,70.83,Yes,Yes,No,100%,,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,https://www.allstate.com/allstate-benefits/fully-insured-health-plans.aspx,No,No,,,,,,SG Silver PPO 5000 70 40
33602TX0470983,Silver,Non-Exchange variant,,71.94,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 846
20069TX0100012,Expanded Bronze,Exchange variant (no CSR),,64.98,No,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010001200.pdf,No,No,,,2,,,Bronze Elite + Specialist Saver Plus
20069TX0100012,Expanded Bronze,Non-Exchange variant,,64.98,No,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010001200.pdf,No,No,,,2,,,Bronze Elite + Specialist Saver Plus
66252TX0160007,Silver,Exchange variant (no CSR),,70.06,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Silver.pdf,No,No,,,,2,,CHRISTUS Silver
66252TX0160007,Silver,Non-Exchange variant,,70.06,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Silver.pdf,No,No,,,,2,,CHRISTUS Silver
57125TX0090007,Silver,Exchange variant (no CSR),,70.04,Yes,Yes,No,100%,,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/agent-pages/agent-appointment-page/apc_agent_handbook_2024.pdf,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/member-pages/understanding-benefits/2024-schedule-of-benefits/texas/schedule-of-benefits-low-premium-silver-tx.pdf,No,No,,,,,,Ascension Personalized Care Low Premium Silver
57125TX0090007,Silver,Non-Exchange variant,,70.04,Yes,Yes,No,100%,,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/agent-pages/agent-appointment-page/apc_agent_handbook_2024.pdf,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/member-pages/understanding-benefits/2024-schedule-of-benefits/texas/schedule-of-benefits-low-premium-silver-tx.pdf,No,No,,,,,,Ascension Personalized Care Low Premium Silver
40788TX0360013,Silver,Non-Exchange variant,,70.88,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Silver HMO 80 6250
40788TX0360046,Silver,Non-Exchange variant,,68.84,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,Yes,No,,,,,,Silver HMO HSA 6200
33602TX0461055,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0461055,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
66252TX0130009,Gold,Exchange variant (no CSR),,81.91,No,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Gold_Plus.pdf,No,No,,,,2,,CHRISTUS Gold Plus
66252TX0130009,Gold,Non-Exchange variant,,81.91,No,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Gold_Plus.pdf,No,No,,,,2,,CHRISTUS Gold Plus
40220TX0070083,Gold,Non-Exchange variant,81.70,,Yes,Yes,No,100%,,N/A,http://www.uhc.com/small-business,Yes,Yes,250.0000,,,,,UHC Navigate HSA Gold 3500-1
33602TX0461175,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd50bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Silver 807
33602TX0461175,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd50bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Silver 807
37755TX0110010,Expanded Bronze,Non-Exchange variant,,64.90,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Bronze PPO 90 7900
98809TX0600155,Gold,Non-Exchange variant,82.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Gold 2500-6
98809TX0590114,Gold,Non-Exchange variant,81.60,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Gold 3000-6
33602TX0470858,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 804
33602TX0470892,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
98809TX0600159,Platinum,Non-Exchange variant,89.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Platinum 1000-3
33602TX0460701,Silver,Exchange variant (no CSR),,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
